,target,value_count
1843,maintained,6
1844,creatures,6
1845,generate,6
1846,upstairs,6
1847,Glasgow,6
1848,project,6
1849,rubbish,6
1850,greatest,6
1851,night's,6
1852,pattern,6
1853,aircraft,6
1854,units,6
1855,clearer,6
1856,fifteen,6
1857,regards,6
1858,mine,6
1859,Whitehall,6
1860,palely,6
1861,mention,6
1862,career,6
1863,conversation,6
1864,Sheila,6
1865,ideas,6
1866,Instead,6
1867,tough,6
1868,swim,6
1869,plenty,6
1870,Maybe,6
1871,turning,6
1872,Munyard,6
1873,share,5
1874,union,5
1875,efforts,5
1876,calling,5
1877,Paul,5
1878,Having,5
1879,lines,5
1880,quick,5
1881,1961,5
1882,melodramatic,5
1883,crime,5
1884,bread,5
1885,born,5
1886,frightened,5
1887,Kennedy's,5
1888,Moscow,5
1889,replaced,5
1890,seek,5
1891,Avenue,5
1892,arm,5
1893,submarines,5
1894,purse,5
1895,Since,5
1896,cried,5
1897,Broughtons,5
1898,aid,5
1899,study,5
1900,incoherently,5
1901,Doria,5
1902,lawyer,5
1903,Medical,5
1904,1950,5
1905,Central,5
1906,representatives,5
1907,realism,5
1908,comfortable,5
1909,Conference,5
1910,couldn't,5
1911,contemporary,5
1912,taxation,5
1913,waited,5
1914,railway,5
1915,washed,5
1916,leadership,5
1917,Mrs,5
1918,purposes,5
1919,Both,5
1920,driver,5
1921,current,5
1922,censure,5
1923,basic,5
1924,finished,5
1925,post,5
1926,strontium,5
1927,field,5
1928,Him,5
1929,places,5
1930,somewhere,5
1931,rival,5
1932,Nevertheless,5
1933,manufacturing,5
1934,gases,5
1935,injustice,5
1936,Book,5
1937,finger,5
1938,protector,5
1939,Septimus,5
1940,June,5
1941,defend,5
1942,Answering,5
1943,vividly,5
1944,reports,5
1945,brown,5
1946,smiling,5
1947,aim,5
1948,buildings,5
1949,vertical,5
1950,nevertheless,5
1951,disturbance,5
1952,greatly,5
1953,Without,5
1954,huge,5
1955,hat,5
1956,discrimination,5
1957,Congress,5
1958,wore,5
1959,represents,5
1960,balance,5
1961,drop,5
1962,attempted,5
1963,elements,5
1964,conscious,5
1965,Among,5
1966,wall,5
1967,estranged,5
1968,representative,5
1969,tests,5
1970,planned,5
1971,Prayer,5
1972,Labour's,5
1973,pitch,5
1974,lovely,5
1975,HAVE,5
1976,fairly,5
1977,Hollywood,5
1978,thrust,5
1979,True,5
1980,force,5
1981,difficulty,5
1982,discovered,5
1983,drove,5
1984,language,5
1985,sounded,5
1986,talking,5
1987,According,5
1988,ON,5
1989,Monsieur,5
1990,Landen,5
1991,bismuth,5
1992,note,5
1993,retirement,5
1994,principal,5
1995,skilled,5
1996,necessarily,5
1997,Liberals,5
1998,preparation,5
1999,choice,5
2000,noticed,5
2001,effort,5
2002,Russia,5
2003,motives,5
2004,facing,5
2005,completed,5
2006,part-author,5
2007,Thomas,5
2008,forty,5
2009,coolant,5
2010,Kitty,5
2011,Table,5
2012,pity,5
2013,yawl,5
2014,Mary,5
2015,fool,5
2016,morality,5
2017,cover,5
2018,grey,5
2019,column,5
2020,absence,5
2021,silent,5
2022,hate,5
2023,transom,5
2024,duty,5
2025,attending,5
2026,anyway,5
2027,sisters,5
2028,reasonable,5
2029,glance,5
2030,loud,5
2031,travel,5
2032,baby,5
2033,sought,5
2034,Take,5
2035,expressed,5
2036,stay,5
2037,Six,5
2038,ultimate,5
2039,harm,5
2040,unborn,5
2041,twice,5
2042,desolation,5
2043,films,5
2044,comforter,5
2045,trying,5
2046,Relations,5
2047,Captive,5
2048,Tatsfield,5
2049,rich,5
2050,Ferris,5
2051,oxygen,5
2052,hit,5
2053,tells,5
2054,Scotland,5
2055,mental,5
2056,feelings,5
2057,Thetans,5
2058,appreciable,5
2059,Black,5
2060,explicably,5
2061,laugh,5
2062,changed,5
2063,HAD,5
2064,annual,5
2065,approach,5
2066,apparatus,5
2067,Are,5
2068,costs,5
2069,experiences,5
2070,beat,5
2071,looks,5
2072,Nice,5
2073,officers,5
2074,nice,5
2075,seven,5
2076,brother,5
2077,chance,5
2078,occasions,5
2079,thank,5
2080,Price,5
2081,neither,5
2082,Government's,5
2083,bright,5
2084,careful,5
2085,cheap,5
2086,exact,5
2087,Alastair,5
2088,areas,5
2089,Henry,5
2090,sand,5
2091,enthusiastic,5
2092,Eric,5
2093,Canada,5
2094,Rose,5
2095,tube,5
2096,index,5
2097,sentiment,5
2098,forget,5
2099,self,5
2100,growth,5
2101,scene,5
2102,Make,5
2103,news,5
2104,depend,5
2105,psychology,5
2106,plastic,5
2107,secure,5
2108,opposite,5
2109,rent,5
2110,integral,5
2111,save,5
2112,acid,5
2113,efficiency,5
2114,eating,5
2115,everyone,5
2116,lesson,5
2117,childless,5
2118,abashed,5
2119,UN,5
2120,double,5
2121,devoted,5
2122,continue,5
2123,studying,5
2124,treatment,5
2125,whereas,5
2126,supper,5
2127,measures,5
2128,disappointment,5
2129,affair,5
2130,willing,5
2131,insisted,5
2132,students,5
2133,kissed,5
2134,immediate,5
2135,published,5
2136,box,5
2137,occurrences,5
2138,migration,5
2139,occurrence,5
2140,ourselves,5
2141,apply,5
2142,include,5
2143,11,5
2144,tomatoes,5
2145,merely,5
2146,introduction,5
2147,30,5
2148,smile,5
2149,separated,5
2150,circles,5
2151,prayer,5
2152,undermining,5
2153,texts,5
2154,Like,5
2155,rushed,5
2156,farther,5
2157,waves,5
2158,pieces,5
2159,afterwards,5
2160,5,5
2161,names,5
2162,pulled,5
2163,analysis,5
2164,solve,5
2165,comparison,5
2166,Later,5
2167,window,5
2168,controlled,5
2169,establish,5
2170,bottle,5
2171,Peers,5
2172,level,5
2173,replied,5
2174,occasion,5
2175,pale,5
2176,security,5
2177,remove,5
2178,loss,5
2179,persons,5
2180,Ministers,5
2181,guard,5
2182,running,5
2183,goods,5
2184,issues,5
2185,Flor,5
2186,faces,5
2187,manner,5
2188,Pearson,5
2189,sleep,5
2190,overall,5
2191,8,5
2192,telephoned,5
2193,parents,5
2194,attacked,5
2195,providing,5
2196,surgery,5
2197,re-,5
2198,disclosed,5
2199,missile,5
2200,attract,5
2201,smoking,5
2202,Shelagh,5
2203,proportion,5
2204,methods,5
2205,shot,5
2206,follow,5
2207,Monday,5
2208,fingers,5
2209,contact,5
2210,probe,5
2211,payment,5
2212,interesting,5
2213,clumsily,5
2214,Start,5
2215,chain,5
2216,revealed,5
2217,ages,5
2218,west,5
2219,convenience,5
2220,denied,5
2221,Census,5
2222,B,5
2223,eleven,5
2224,quantity,5
2225,War,5
2226,philosopher,5
2227,legs,5
2228,paint,5
2229,becoming,5
2230,faster,5
2231,companionship,5
2232,heads,5
2233,experienced,5
2234,facilities,5
2235,Strauss,5
2236,blue,5
2237,gather,5
2238,learns,5
2239,crowd,5
2240,Archbishop,5
2241,rooms,5
2242,staff,5
2243,begun,5
2244,Soon,5
2245,Megan,5
2246,direction,5
2247,discussion,5
2248,attached,5
2249,Dinsdale,5
2250,Nigel's,5
2251,moral,5
2252,cross,5
2253,grotesque,5
2254,gathered,5
2255,stories,5
2256,obviously,4
2257,uses,4
2258,grown,4
2259,identify,4
2260,deals,4
2261,1914,4
2262,Pierre,4
2263,commented,4
2264,Thetan,4
2265,reserved,4
2266,recovered,4
2267,negotiation,4
2268,headed,4
2269,rely,4
2270,merchants,4
2271,outstanding,4
2272,grip,4
2273,victory,4
2274,oppose,4
2275,Diana,4
2276,Appendix,4
2277,shack,4
2278,shoes,4
2279,mile,4
2280,unredeemable,4
2281,emphasis,4
2282,ft.,4
2283,bank,4
2284,concentrated,4
2285,arrangements,4
2286,disaster,4
2287,Haris,4
2288,concentration,4
2289,tasks,4
2290,succeed,4
2291,Our,4
2292,kitchen,4
2293,condition,4
2294,simpler,4
2295,reception,4
2296,19,4
2297,Frankie,4
2298,Who,4
2299,habit,4
2300,timber,4
2301,song,4
2302,Chiefs,4
2303,pinned,4
2304,Egypt,4
2305,Victoria,4
2306,menace,4
2307,verse,4
2308,fought,4
2309,swung,4
2310,refusing,4
2311,Victorian,4
2312,Look,4
2313,reduced,4
2314,excuse,4
2315,entered,4
2316,switched,4
2317,1/2,4
2318,noted,4
2319,falling,4
2320,accepting,4
2321,reaction,4
2322,imagine,4
2323,Lilyan,4
2324,series,4
2325,Act,4
2326,lace-making,4
2327,normally,4
2328,challenge,4
2329,silence,4
2330,meaning,4
2331,articles,4
2332,seal,4
2333,Julius,4
2334,transfer,4
2335,weighed,4
2336,dozen,4
2337,wings,4
2338,argued,4
2339,jacket,4
2340,varieties,4
2341,solo,4
2342,Simone,4
2343,expansion,4
2344,district,4
2345,bone,4
2346,troubles,4
2347,expectant,4
2348,abandoned,4
2349,waste,4
2350,un-,4
2351,situations,4
2352,compelled,4
2353,wave,4
2354,spokesman,4
2355,Hempstead,4
2356,impressed,4
2357,prefer,4
2358,exacting,4
2359,muttered,4
2360,letters,4
2361,Time,4
2362,theory,4
2363,patience,4
2364,sliding,4
2365,worst,4
2366,Stevenage,4
2367,interference,4
2368,Everything,4
2369,experiments,4
2370,wherever,4
2371,hotel,4
2372,fever,4
2373,imagination,4
2374,partly,4
2375,weather,4
2376,WITH,4
2377,Heavy,4
2378,doubtful,4
2379,Delaney's,4
2380,1957,4
2381,satisfaction,4
2382,TRELAWNY,4
2383,damned,4
2384,Finally,4
2385,planed,4
2386,approval,4
2387,spiritual,4
2388,royal,4
2389,Oh,4
2390,Will,4
2391,birds,4
2392,Association,4
2393,admitted,4
2394,tracer,4
2395,Aubrey,4
2396,process,4
2397,directions,4
2398,WAS,4
2399,stations,4
2400,forgotten,4
2401,pointed,4
2402,sulphate,4
2403,newly,4
2404,ending,4
2405,Willie,4
2406,Young,4
2407,satellite,4
2408,Lloyd,4
2409,projects,4
2410,thirty,4
2411,authorities,4
2412,facts,4
2413,backed,4
2414,gates,4
2415,ability,4
2416,intense,4
2417,wash,4
2418,arteries,4
2419,sake,4
2420,Hemel,4
2421,Fourth,4
2422,decline,4
2423,Father,4
2424,meal,4
2425,declined,4
2426,America's,4
2427,glanced,4
2428,indicated,4
2429,Malachias,4
2430,Sally,4
2431,comparable,4
2432,statements,4
2433,politics,4
2434,employing,4
2435,combined,4
2436,joined,4
2437,Shopping,4
2438,height,4
2439,Officer,4
2440,perform,4
2441,senior,4
2442,arrangement,4
2443,Hudson,4
2444,guest,4
2445,Betti's,4
2446,Anybody,4
2447,sing,4
2448,mark,4
2449,Michael,4
2450,Certainly,4
2451,Christian,4
2452,Inland,4
2453,electrode,4
2454,Sandra,4
2455,article,4
2456,Guy,4
2457,sufficiently,4
2458,glue,4
2459,clean,4
2460,advisers,4
2461,relations,4
2462,Cadwallader,4
2463,active,4
2464,Yesterday,4
2465,March,4
2466,Budget,4
2467,taper,4
2468,Mart,4
2469,rocks,4
2470,occupation,4
2471,Laud,4
2472,flying,4
2473,Three,4
2474,Edward,4
2475,Every,4
2476,bore,4
2477,turbot,4
2478,noble,4
2479,holding,4
2480,walk,4
2481,circumstances,4
2482,circuit,4
2483,prescription,4
2484,delay,4
2485,arranged,4
2486,WHEN,4
2487,surfaces,4
2488,strongest,4
2489,Before,4
2490,Count,4
2491,pages,4
2492,Housing,4
2493,aroused,4
2494,inventory,4
2495,match,4
2496,throat,4
2497,Nations,4
2498,difficulties,4
2499,Bank,4
2500,addicted,4
2501,pushed,4
2502,latter,4
2503,experiment,4
2504,papers,4
2505,Above,4
2506,detailed,4
2507,friendship,4
2508,Greenfield,4
2509,highest,4
2510,HIS,4
2511,bow,4
2512,Scot,4
2513,father's,4
2514,art,4
2515,programme,4
2516,Robert,4
2517,decay,4
2518,Kaunda's,4
2519,pick,4
2520,constantly,4
2521,motive,4
2522,watching,4
2523,Herr,4
2524,Puritans,4
2525,instances,4
2526,listening,4
2527,guess,4
2528,somewhat,4
2529,Hubert,4
2530,excitement,4
2531,gain,4
2532,accommodation,4
2533,stairs,4
2534,corners,4
2535,exquisite,4
2536,Remember,4
2537,Basildon,4
2538,Holy,4
2539,vegetables,4
2540,dealing,4
2541,HE,4
2542,add,4
2543,sponsored,4
2544,thrown,4
2545,playing,4
2546,timetable,4
2547,efficient,4
2548,beauty,4
2549,SOME,4
2550,association,4
2551,bag,4
2552,Pierre's,4
2553,chromate,4
2554,plays,4
2555,vital,4
2556,reply,4
2557,throwing,4
2558,win,4
2559,Navy,4
2560,stern,4
2561,powerful,4
2562,peered,4
2563,stretch,4
2564,passages,4
2565,feudal,4
2566,mediaeval,4
2567,largest,4
2568,concern,4
2569,Rhodesian,4
2570,dusty,4
2571,inevitably,4
2572,seriously,4
2573,Calanus,4
2574,goes,4
2575,named,4
2576,waved,4
2577,engine,4
2578,surprise,4
2579,burdens,4
2580,spawning,4
2581,refused,4
2582,buying,4
2583,sang,4
2584,effluent,4
2585,custom,4
2586,Great,4
2587,welcomed,4
2588,uniform,4
2589,understood,4
2590,observed,4
2591,creature,4
2592,pressed,4
2593,soldiers,4
2594,footrope,4
2595,permanently,4
2596,routine,4
2597,selves,4
2598,subjects,4
2599,spring,4
2600,Never,4
2601,simply,4
2602,Gaulle,4
2603,depth,4
2604,Week,4
2605,ordinary,4
2606,engaged,4
2607,takes,4
2608,obligation,4
2609,interpretation,4
2610,faced,4
2611,divisions,4
2612,roughly,4
2613,trick,4
2614,decide,4
2615,slow,4
2616,premiere,4
2617,varies,4
2618,illness,4
2619,Trelawny,4
2620,extra,4
2621,fame,4
2622,leather,4
2623,connection,4
2624,visited,4
2625,function,4
2626,expect,4
2627,capable,4
2628,1951,4
2629,modest,4
2630,pace,4
2631,Logan,4
2632,vast,4
2633,expert,4
2634,abolition,4
2635,scope,4
2636,outer,4
2637,standards,4
2638,Station,4
2639,Gemara,4
2640,breath,4
2641,grasped,4
2642,Cut,4
2643,slowly,4
2644,application,4
2645,via,4
2646,blown,4
2647,capital,4
2648,neighbour,4
2649,parish,4
2650,beach,4
2651,mainly,4
2652,Little,4
2653,ball,4
2654,Olimpia,4
2655,mess,4
2656,laughed,4
2657,theories,4
2658,wearing,4
2659,photograph,4
2660,delegates,4
2661,worker,4
2662,seats,4
2663,linen,4
2664,alive,4
2665,extent,4
2666,administrative,4
2667,demands,4
2668,hurt,4
2669,overalls,4
2670,breach,4
2671,sum,4
2672,fields,4
2673,remembering,4
2674,drift,4
2675,fitted,4
2676,operations,4
2677,1960,4
2678,patterns,4
2679,Or,4
2680,complicated,4
2681,fellow,4
2682,agents,4
2683,biggest,4
2684,Pete,4
2685,centuries,4
2686,reviewed,4
2687,shoppers,4
2688,confined,4
2689,Dallas,4
2690,statistical,4
2691,turns,4
2692,earthly,4
2693,materials,4
2694,rock,4
2695,purchases,4
2696,co-operation,4
2697,radar,4
2698,Between,4
2699,handling,4
2700,Was,4
2701,customers,4
2702,accompanied,4
2703,Byron's,4
2704,lock,4
2705,possibly,4
2706,examination,4
2707,leasing,4
2708,address,4
2709,bluntly,4
2710,membership,4
2711,minute,4
2712,banks,4
2713,keeping,4
2714,fragment,4
2715,persuade,4
2716,launched,4
2717,Revenue,4
2718,Clive,4
2719,route,4
2720,p.m.,4
2721,morphine,4
2722,sleeping,4
2723,Buck,4
2724,setting,4
2725,dingy,4
2726,them-,4
2727,marked,4
2728,zone,4
2729,weren't,4
2730,Each,4
2731,instructions,4
2732,Something,4
2733,Max,4
2734,any-,4
2735,inciting,4
2736,1ye,4
2737,preparations,4
2738,mere,4
2739,name,4
2740,reaching,4
2741,thick,4
2742,Leigh,4
2743,administration,4
2744,neighbourhood,4
2745,1913,4
2746,manufacture,4
2747,Meanwhile,4
2748,Americans,4
2749,sole,4
2750,o'clock,4
2751,Research,4
2752,selection,4
2753,walls,4
2754,BUT,4
2755,haven't,4
2756,electrolyte,4
2757,official,4
2758,descended,4
2759,Shelley,4
2760,whatever,4
2761,funny,4
2762,undertaken,4
2763,equipment,4
2764,Mediterranean,4
2765,dried,4
2766,consult,4
2767,Weaver's,4
2768,frequently,4
2769,Levi,4
2770,porter,4
2771,officer,4
2772,Gaunt,4
2773,ticket,4
2774,formerly,4
2775,psychologist,4
2776,suggestion,4
2777,stops,4
2778,destruction,4
2779,UNIP,4
2780,Hewitt,4
2781,granted,4
2782,Lawrence,4
2783,Fall,4
2784,sharply,4
2785,compartment,4
2786,retorted,4
2787,precisely,4
2788,tip,4
2789,February,4
2790,account,4
2791,Nationalist,4
2792,racial,4
2793,some-,3
2794,deliberately,3
2795,applied,3
2796,winds,3
2797,mister,3
2798,guilty,3
2799,Matzos,3
2800,textual,3
2801,Roman,3
2802,Godber,3
2803,encouraged,3
2804,encouraging,3
2805,dare,3
2806,drank,3
2807,roused,3
2808,Informal,3
2809,Airport,3
2810,losses,3
2811,puzzled,3
2812,cook,3
2813,tight,3
2814,dust,3
2815,risks,3
2816,pals,3
2817,includes,3
2818,devotion,3
2819,beast,3
2820,Lucas,3
2821,Feast,3
2822,arise,3
2823,screwing,3
2824,Progressive,3
2825,trail,3
2826,labour,3
2827,machines,3
2828,first-class,3
2829,precious,3
2830,measurements,3
2831,extremely,3
2832,occupying,3
2833,miserable,3
2834,Dan's,3
2835,Macmillan's,3
2836,angle,3
2837,provides,3
2838,moments,3
2839,miss,3
2840,rejected,3
2841,lease,3
2842,Forrest,3
2843,Treasury,3
2844,Traveller's,3
2845,steadily,3
2846,lawn,3
2847,cheered,3
2848,forming,3
2849,Far,3
2850,roads,3
2851,Tong,3
2852,coffee,3
2853,blouse,3
2854,parted,3
2855,structure,3
2856,kindly,3
2857,experts,3
2858,extended,3
2859,Patriote,3
2860,justified,3
2861,fulfil,3
2862,rearmament,3
2863,motor,3
2864,bones,3
2865,frowned,3
2866,beating,3
2867,folk,3
2868,Against,3
2869,evenings,3
2870,wire,3
2871,Smith,3
2872,simplicity,3
2873,moustache,3
2874,respected,3
2875,nails,3
2876,Bondi,3
2877,clamp,3
2878,Economic,3
2879,gross,3
2880,curious,3
2881,clue,3
2882,stands,3
2883,missing,3
2884,precaution,3
2885,landing,3
2886,surrender,3
2887,exports,3
2888,labourer,3
2889,occupational,3
2890,accuracy,3
2891,linked,3
2892,occasionally,3
2893,features,3
2894,16,3
2895,disarming,3
2896,over-emphasizing,3
2897,state-,3
2898,doctors,3
2899,passing,3
2900,convicted,3
2901,Ifor,3
2902,quantities,3
2903,paused,3
2904,wretched,3
2905,entering,3
2906,nation,3
2907,hr,3
2908,message,3
2909,claim,3
2910,corresponding,3
2911,outset,3
2912,Pliny,3
2913,farmers,3
2914,flashed,3
2915,gun,3
2916,fly,3
2917,Passover,3
2918,behaving,3
2919,wooden,3
2920,twenty,3
2921,contains,3
2922,ghost,3
2923,cottage,3
2924,humour,3
2925,continuously,3
2926,victim,3
2927,quality,3
2928,trip,3
2929,coupled,3
2930,explains,3
2931,occupied,3
2932,accused,3
2933,dug,3
2934,suggests,3
2935,Channel,3
2936,irritably,3
2937,sung,3
2938,pot,3
2939,combine,3
2940,unite,3
2941,path,3
2942,shallow,3
2943,disc,3
2944,darkness,3
2945,crazy,3
2946,lack,3
2947,rockets,3
2948,Peeresses,3
2949,definitely,3
2950,male,3
2951,Robertson's,3
2952,Post,3
2953,Balicou,3
2954,Be,3
2955,shrugged,3
2956,legal,3
2957,fitting,3
2958,reflect,3
2959,pleasure,3
2960,tastes,3
2961,engineering,3
2962,cast,3
2963,averages,3
2964,Adenauer's,3
2965,convenient,3
2966,spoken,3
2967,Bueno,3
2968,alike,3
2969,prosperity,3
2970,all-Regular,3
2971,happiness,3
2972,Gilberto,3
2973,bodies,3
2974,holidays,3
2975,surrounded,3
2976,receiving,3
2977,Vaughan,3
2978,Derek,3
2979,Morris,3
2980,+ve,3
2981,emotion,3
2982,resume,3
2983,substances,3
2984,dis-,3
2985,comfort,3
2986,fraction,3
2987,witness,3
2988,mood,3
2989,exercise,3
2990,dreaded,3
2991,forced,3
2992,shame,3
2993,Those,3
2994,Bouillabaisse,3
2995,waving,3
2996,stitches,3
2997,pharmaceutical,3
2998,stock,3
2999,Hitler,3
3000,Therefore,3
3001,O,3
3002,promiscuous,3
3003,wood,3
3004,About,3
3005,80,3
3006,aside,3
3007,paying,3
3008,solved,3
3009,flesh,3
3010,largely,3
3011,region,3
3012,instant,3
3013,Second,3
3014,John's,3
3015,offence,3
3016,science,3
3017,cousin,3
3018,radioactive,3
3019,counting,3
3020,gossip,3
3021,intellect,3
3022,placed,3
3023,selfish,3
3024,contrary,3
3025,obligations,3
3026,isolated,3
3027,ventricles,3
3028,comments,3
3029,Corporation,3
3030,Snort,3
3031,silver,3
3032,elsewhere,3
3033,Today,3
3034,Insurance,3
3035,honours,3
3036,Barry,3
3037,killed,3
3038,demonstrations,3
3039,rapid,3
3040,banquets,3
3041,210million,3
3042,spirits,3
3043,store,3
3044,Liberal,3
3045,whilst,3
3046,bricks,3
3047,Exchequer,3
3048,advertisements,3
3049,ill,3
3050,trained,3
3051,Judge,3
3052,notes,3
3053,host,3
3054,gallery,3
3055,COURSE,3
3056,stared,3
3057,Negro,3
3058,WHO,3
3059,Can,3
3060,drawing,3
3061,burden,3
3062,12,3
3063,nominees,3
3064,appeal,3
3065,horror,3
3066,NO,3
3067,fahrenheit,3
3068,qualified,3
3069,satisfactory,3
3070,inevitable,3
3071,kinds,3
3072,particles,3
3073,enormous,3
3074,abolished,3
3075,critics,3
3076,distribution,3
3077,H,3
3078,ocean,3
3079,Hammarskjold,3
3080,strikers,3
3081,Mag,3
3082,Community,3
3083,safety,3
3084,Richard,3
3085,sheets,3
3086,tiller,3
3087,folly,3
3088,consists,3
3089,corrected,3
3090,gasped,3
3091,wider,3
3092,ladies,3
3093,aspect,3
3094,state,3
3095,Minister's,3
3096,blind,3
3097,WERE,3
3098,bedroom,3
3099,pins,3
3100,readers,3
3101,Hall,3
3102,starts,3
3103,inspiration,3
3104,arrival,3
3105,oz.,3
3106,nickel,3
3107,TV,3
3108,boycotting,3
3109,invasion,3
3110,council,3
3111,nearby,3
3112,profits,3
3113,refuse,3
3114,collapse,3
3115,shift,3
3116,plunged,3
3117,gauge,3
3118,unskilled,3
3119,jokes,3
3120,passionate,3
3121,safer,3
3122,commanding,3
3123,Crabb,3
3124,ONE,3
3125,Fenton,3
3126,hopeful,3
3127,Banking,3
3128,knots,3
3129,ineffective,3
3130,yield,3
3131,poll-tax,3
3132,Nationalists,3
3133,inclined,3
3134,universities,3
3135,stimulated,3
3136,disposal,3
3137,unknown,3
3138,owed,3
3139,glowing,3
3140,miracle,3
3141,Australia,3
3142,damn,3
3143,badly,3
